Credit name,Status,Currency,Percent remaining,Remaining value,Original value,Type,Credit ID,Scope,Start date,End date,Credit application type
Google Developer Program premium benefit - CREDIT_TYPE_MONTHLY,Starts in future,$,100,45.00,45.00,One-time,8c0df795-3765-479c-bdf2-896b98bd75b8-CREDIT_TYPE_MONTHLY-c26a1452-28dd-4a35-a5a9-817a3990908f,Following services: all of Google Cloud Platform and Google Maps APIs.,2025-12-14,2026-12-08,List pricing,
